product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
Panasonic RP-HS46E-K Slim Clip-on Earphone (Black),Electronics,2,0,0,N,Y,Must have tiny tiny ears,I am an over the ear rather than bud user but I don't know why I bought these dorky looking things. Would wear them at home but the piece that fits over the ear is very tight and I am a very small person so I don't know who they would comfortably fit.,5/15/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
Sony Portable Heavy Duty CD Radio Boombox Speaker System,Electronics,5,6,8,N,N,Sony Heavy-Duty Boombox,"Exactly what I needed in a portable stereo. Good sound, rugged construction. Very satisfied.",1/10/2007,0,0,0,0,0,0,0,0,0,1,0,0,0
"XO Vision Mobile Headphones, Universal Wireless IR Foldable Headphones",Electronics,2,0,0,N,Y,can't ge it to pick up,"unable to get the headphones to work, they turn on but that's it. Not sure what is going on with them.",1/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
BENQ MP515 Projector Replacement Lamp with Housing,Electronics,5,0,0,N,Y,Five Stars,ok,1/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sony Sport Lightweight Water Resistant Active Series Headphones With 9mm Drivers Microphone and in-line Remote Control for Use with Apple Devices IPod/IPhone/IPad (Black),Electronics,1,1,1,N,Y,Not sweet proof!,They are not sweet proof!! The only reason I bought them is to wear when I work out with the adjustable volume button on the cord. The volume button does not work any more and now they are just like my other headphones. Do not buy them if this is what you intend them for like me.,1/13/2015,0,0,0,0,0,0,0,0,0,1,1,0,0
Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black),Electronics,5,0,0,N,Y,excellent,good quality audio,3/28/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
LG Electronics AN-MR400 Magic Motion Remote for 2013 LG HDTVs with Smart TV,Electronics,1,0,1,N,Y,Wasted my money on this,Does not work. Wasted my money on this.,3/15/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Marantz NR1504 Slim Line 5.1 Channel Home Theater Network AV Receiver with AirPlay,Electronics,5,0,2,N,Y,Five Stars,Excellent reciever,7/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Panasonic ErgoFit In-Ear Earbud Headphone,Electronics,5,0,0,N,Y,Headphones perform flawlessly,"Great sound, even out of my 8 dollar mp3 player. No complaints about these headphones. They work and sound great!",11/20/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Sanyo NEW 1500 eneloop AA Ni-MH Pre-Charged Rechargeable Batteries,Electronics,5,0,0,N,Y,Five Stars,great service-good product,5/20/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
SanDisk SDMX18R-004GK-A57 Sansa Clip plus 4 GB MP3 Player,Electronics,5,0,0,N,Y,I have purchased Two of these and they work Great,These are perfect for the price. Easy to transfer music to and you can't beat the price. I also like the fact you can expand the memory if you have to. Very compact and the battery lasts a good time. I purchased these for my kids who are 10 and 9 and they are enjoying them. Great Product.,3/15/2014,1,0,0,0,0,1,0,0,0,1,0,0,0
Waterfi Waterproof Shuffle 4th Generation 2GB - Best Underwater MP3 Player for Swimming & Water Sports! 5 Colors available,Electronics,5,0,0,N,N,Remember: You Are In Water,I only use that as a title because I think one has to remember they are swimming so the sound quality and such will not be like you are used to when using for 'dry' workouts. Yes there is a tinny sound but it wasn't anything that took away from the fact that you can listen to your favorite music and get a longer more enjoyable swim.<br /><br />I found it hard to adjust to the ear piece that wraps around your ear; partly because it pressed to the back of my head with my swim cap; the ear piece may fall out when you do a flip turn. Also the sound may go in and out (water in the ear?) when you flip too.<br /><br />Securing the shuffle to the back of my goggle strap works the best; I don't have to worry about the wires getting in my way.,4/3/2012,0,0,0,0,0,1,0,0,0,1,1,0,0
AC250V 10A US Plug to EU UK AU Socket Travel AC Power Adapter,Electronics,5,0,0,N,Y,great,"works well, very small - it's great for packing and not taking up a ton of room on the wall",8/27/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"AmazonBasics High-Speed HDMI Cable - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",Electronics,5,0,0,N,Y,Five Stars,Good product and delivery was performed as expected,12/11/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony WM-FX197 AM/FM Cassette Walkman,Electronics,5,2,2,N,Y,Great audio cassette player,"I use this cassette player to listen to audio books. Although expensive, it is sturdy, has good sound quality, a useable belt clip, and both fsst reverse and fast forward controls. In short, it is exactly what I wanted, having tried less expensive players. The FM radio reception is good too.",2/25/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
GE 87686 HDMI Cable (25 Feet) (Discontinued by Manufacturer),Electronics,5,2,2,N,Y,Better than expected!,I received this product two days after ordering it. The cable is very thick and the connector ends are built very well and are sturdy. I ran this cable from my projector through the ceiling to my receiver which has a P3 and HD cable box connected. There is no signal or quality loss at all. This same cable goes for around $75 at your nearby stores so don't waste the extra money. Product works great!,5/24/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony KDS-60A2020 KDS60A2020 Lamp with Housing XL5200,Electronics,1,0,0,N,Y,Meh...,The bulb burnt out within days. I got rid of the TV I used these bulbs for because none of the lamps I bought worked.,7/6/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
NSIcable 3 RCA Male to Female Extension Cable 10 Feet-3.0 M,Electronics,5,0,0,N,Y,Five Stars,Great !,8/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
RiteAV 1/4-Inch Male to 3.5mm Female Adapter,Electronics,3,0,0,N,Y,Three Stars,"Works, not high quality.",11/24/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony MDR-EX71SL Fontopia In-The-Ear Headphones (Black),Electronics,3,0,0,N,Y,Excellent buy,"I purchased this model before in White, for use with my Ipods. I have been very satisfied both times. The only problem I have is that the buds have a tendency to slip out of my ear, even with the smallest supplied pads attached.",3/27/2006,0,0,0,0,0,0,0,0,0,1,0,0,0
6 AA Battery Secret Stash Diversion Safe / Pill Case,Electronics,4,1,1,N,Y,Secret stash,"I like this product, looks and feels real!",6/10/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Vamery 2Pcs 18650 3.7V-4.2V 5000MAH Li-ion Rechargeable Efficient Battery Blue,Electronics,2,0,1,N,Y,For me size of the cells were important to fit ...,"For me size of the cells were important to fit in space. As it was not mentioned in specification, I bought them thinking they will be AA size but are much bigger.",5/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Beats Studio Wireless Over-Ear Headphones,Electronics,4,0,0,N,Y,Four Stars,Came fast and they are perfect,2/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Syba SD-HMM-HMF-L 90-degree L-Shape HDMI 19-Pin Male to HDMI 19-Pin Female Connector,Electronics,5,0,0,N,Y,Compact design for the 90 deg angle adapter,"I was looking for a compact 90 degree angle hdmi adapter. Amazon listed many of them at various prices. I settled on this one as the images were all consistent for the product. I looked at others, cheaper and more expensive, and the images were inconsistent. As it was imperative that when I plugged these into my audio receiver, the female end pointed up, I went with these adapters. The compact design allowed me to be able to push my receiver into the cabinet farther in order to shut the cabinet doors. If you are looking for a compact design adapter, go with this company.",1/7/2011,0,0,0,0,0,0,0,0,0,1,1,0,0
Memorex,Electronics,5,1,3,N,Y,Memorex DVD+R pack,"We have been purchasing DVD's for several years, and have tried many of the higher priced brands.<br /> The Memorex DVD's are consistantly of good quality, and are priced much lower than the \\""top brands\\"". They are of medium thickness and have a much lower rate of error in copying. The sound quality is very high.<br /> After much trial-and-error, these are our brand of choice.",2/21/2012,0,0,0,0,0,0,0,0,1,1,0,0,0
APC BACK-UPS BR1500LCD 1500VA Replacement Battery kit of 2,Electronics,5,1,2,N,Y,Fantastic Alternative to a Whole New Unit,"I thought I'd try these replacement batteries for our aging units, rather than buy entire (expensive) units. I've tried them in two of the APC UPS units we have and they've performed beautifully. I'm going to go ahead and get some more to have on hand for our other APC UPSes.",10/2/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
SuperSonic Flat Digital Antenna VHF/UHF,Electronics,4,0,0,N,Y,Works Well!,The antenna I received looks slightly different & I think the stand is basic crap HOWEVER it works really well! I think for the price it really is a good buy and I would recommend it as a purchase.,2/2/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Soul Electronics SE5BLK Elite High Definition Active Noise Canceling Headphones (Black)- (Discontinued by manufacturer),Electronics,5,0,0,N,Y,Five Stars,Worked well at first. At this time there is a crackling in the sound. Don't understand why.,4/16/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ultra High Speed HDMI Cable 1080p Cable for HDTV, Blu-Ray, PS3 (6 feet)",Electronics,2,0,0,N,Y,Breaks easily,Cheap! Breaks easily,12/29/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Panasonic ErgoFit In-Ear Earbud Headphone,Electronics,5,0,0,N,Y,Great inexpensive headphones,Great inexpensive headphones. I have been using them for about 2 months now. Would buy again if these ever break (which i doubt would be soon).,12/26/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Cables To Go 18 AWG Outlet Saver Power Extension Cord NEMA 5-15R to NEMA 5-15P Black,Electronics,5,11,26,N,N,WOW,"It's like an extension cord, but it's like only 1 foot long! Seriously!!! I was shocked that such a product was even available! At first glance one would think, \\""Now why would anyone want an extension cord that is only 1 foot long?\\"" Hey, I know, I know... it seems silly, but MAN does this product ever rock! You can string three of them together and get like a THREE foot extenstion cord! Now tell me you have never wanted a 3 foot extension cord - cmon. Or how about a 7 foot extension cord? String seven of these bad boys together and you are happening brother. Who hasn't gone to the store and thought that the 6 foot was just not long enough and the eight foot was like WAY overkill. For the love of all that's holy why do they not make a SEVEN foot extension cord!!! Well, now you can make your own!!! It's like a little 1 foot slice of electrical heaven... good times... good times...<br /><br />Or you can just use it to plug all those bulky AC/DC adapters into a single powerstrip without taking up two or three plugs each. That works too I guess...",3/8/2007,0,0,0,0,0,0,0,0,0,0,0,0,0
Sony MDR-XD100 Stereo Headphones,Electronics,2,1,2,N,N,Hurts my head!,"The sound quality on these is great, but background noise can be heard easily with these on even when they're turned up. The main reason why I don't like this is because the front part of the headphone band at the top rest on my head while the back part doesn't. After using these for a half hour and trying to make them comfortable I couldn't find a way. All the weight of the headphones are on that little part of the band and it hurts after a while. I really wanted to like these, but they are just too uncomfortable for me :(",2/1/2011,0,0,0,0,0,0,0,0,0,1,0,0,0
Tripp Lite RBC51 Replacement Battery Cartridge for Select Tripp Lite and Other Major UPS Brands,Electronics,5,0,1,N,Y,battery,It was easy to install and is still working. I have used Tripp Lite in all of my equipment for many<br />years.,5/18/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Emerson Wireless Bluetooth Speakers For iPod iPhone Mp3,Electronics,5,3,4,N,N,Love the sound,Just got it today can't believe the great sound. Took it out of the box in my car paired it unbelievable .<br />Haven't had it long enough to rate the battery's,11/24/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Logitech Harmony One Universal Remote with Color Touchscreen (Discontinued by Manufacturer),Electronics,5,0,0,N,Y,Brilliant,"This product is just brilliant. Simple, logical layout of control buttons is almost perfect. The online set up could be better but excellent customer support can help you work through some of the more arcane questions. Once set up, it controls all of the major operational functions of every device. Couldn't be happier with this purchase.",12/24/2009,0,0,0,0,0,0,0,0,0,1,1,0,0
RCA Quad Shield Coax Cable,Electronics,5,0,0,N,Y,"Great cable, works for HD.",Really nice cabling. Kept a signal from my portable DirecTV dish that I use while RVing. Kept the HD signal nicely.,11/10/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tecsun PL880 Portable Digital PLL Dual Conversion AM/FM, Longwave & Shortwave Radio with SSB (Single Side Band) Reception",Electronics,3,162,171,N,Y,"Excellent AM and FM, not so good SSB, Sync, or weak signal DX.","There are many things to like about this radio. It appears to be of high quality construction, the tuning knobs have a good feel to them and operate smoothly, and it has a sound bigger than the relatively small size of the speaker would suggest. There are some problems with it, however, mainly related to SSB and weak signal reception. I would urge prospective buyers to research the radio in the Yahoo Groups for the PL-880. It was brought out in the group that there appear to be multiple firmware revisions available, and that batch 8820 is the most recent. Earlier versions had even more problems than the 8820, so do yourself a favor and check.<br /><br />The radio does have sync detection available by pressing and holding either one of the SSB keys. However, sync does not hold well at all, and it also adds considerable distortion. There are multiple filter options available, but SSB is limited to 4 KHz, even when sync detection is activated, which limits the fidelity of the radio. There are also other problems with the current firmware which cause the bandwidth to change when you try to tune a SSB signal, and also cause the audio to jump around when trying to listen to a weak signal. The front end overloads easily with an outdoor antenna, even when the signal is attenuated by using the 3 position switch to cut down the antenna gain.<br /><br />If all you are looking for is a good looking radio with a great sound for AM and FM only, I would recommend it. If you will be listening to more Shortwave, Longwave, or SSB, and want a functional sync detector with a reasonable bandwidth for good fidelity, then I would hold off until the design matures more. Also beware firmware revisions 8819 and below at this time. These should be &#34;B&#34; stock and not sold as new.",12/20/2013,0,0,0,0,0,0,0,0,0,1,1,0,0
Sangean MMR-77 Emergency AM / FM Portable Radio,Electronics,5,3,3,N,Y,Excellent Portable Radio with Crank Charger,"Having purchased a smaller unit Eaton several years ago, I was prepared to be unimpressed. But this slightly larger unit has far superior tuning, reception and sound quality. I was disappointed to see that it doesn't come with a wall adapter, but later realized that it's not necessary because the crank is so incredibly effective. A brisk two-minute crank literally powered the radio for over five hours! It's so easy there really seems to me to be little reason to install batteries in storage and watch them slowly die.<br /><br />It should be noted that the manual indicates a limit on the total number of manual charges the internal battery can sustain, which means cranking may not be a suitable technique for routine operation! But as a standby communication device it seems just about perfect.<br /><br />I'm quite impressed with the value contained in this nice little package.",4/29/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Audio Technica AT-LP2D-USB Fully Automatic Stereo Turntable with USB Output, Includes Recording Software and Dual Magnet Cartridge (Discontinued by Manufacturer)",Electronics,4,0,0,N,Y,Good turntable / Buen tocadisco.,"I have a few days with this turntable and I have to say that so far so good. The sound is good, the automatic start/stop play feature, the USB conection, the integrate amp and the free software are good things. Perhaps a counterweight is missing in order to avoid skipping. Even though it's a good equipment for the money you pay. Spanish: Tengo algunos días con este tocadisco y le spuedo decir que hasta el momento ha funcionado como se esperaba. Tiene buen sonido de reprodución, el mecanisco automático para iniciar y parar mientras toca un disco, la conexión USB para conectarse directamente a la computadora, el amplificador integrado que permite conectarle a receivers sin entradas tipo phono y el software gratis que trae (Audacity, Pyro) lo hacen atractivo al comprador. Lo unico que hace falta para hacerlo perfecto es talves un contrapeso para evitar los saltos (skips) en los discos que no estén en óptimas condiciones. Pero puedo decirles que es un buen equipo por el dinero que pagas.",7/28/2008,0,0,0,0,0,0,0,0,0,1,0,0,0
"50mm / 2"" Foam Earphone Ear Pad Earpad Headphone Covers, 72 pack / 36 Pairs",Electronics,5,0,0,N,Y,Refurbish that favorite headset,I've got a number of headset and headset/mic headphones that I don't care to replace just because the ear cushions tear or crumble. These replacements are just the ticket.,11/18/2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Back-ups Es 8 Outlet 550VA 120V Canada (Discontinued by Manufacturer),Electronics,5,0,0,N,Y,Five Stars,Great product.,5/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Zune 80 GB Video MP3 Player,Electronics,4,6,7,N,N,"Great Device, Wish I would have waited","I love this Zune. As a fan of Joy Division and their descendant New Order, I couldn't wait to buy it when it was released. While I have a low numbered unit (#35) I paid over $350 for it from the Zune Store thinking, incorrectly, that with only 500 units world wide they would sell out quickly. Now nearly 7 months later it looks like Microsoft sold their remaining stock to Amazon to unload. Oh well, it is a fine device and the presentation is awesome; the photos do not do it justice. Another bonus is this version is the only way to get an all black Zune. The other models have a stainless steel back. Not a big deal, but it does make it look better.",1/12/2009,0,0,0,0,0,0,0,0,1,1,0,0,0
"VideoSecu 24"" Long Arm TV Wall Mount Low Profile Articulating Full Motion Cantilever Swing Tilt wall bracket for most 22"" to 55"" LED LCD TV Monitor Flat Screen VESA 200x200 400x400 up to 600x400mm MAH",Electronics,5,1,1,N,Y,TV on wall,This item is great. Easy installation. Great price and it does its job well,3/15/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
for MyTouch 3G Fender Edition Hard Case POLKA DOTS,Electronics,1,0,0,N,Y,It's cheap for a reason,"It's hard to tell from the picture, but the polka dot pattern is noticeably uneven and the paint was already chipping off around the corners. And the plastic is so thin and brittle that it broke when I tried to remove it from the phone.",6/10/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
Cable Matters Micro-USB SlimPort/MyDP to HDMI Male to Female Adapter with 6 Foot USB-Charging Cable & High Speed HDMI Cable,Electronics,1,0,1,N,N,Terrible Product,Terrible...Chinese knock off....does not work with Nexus 7 as advertised. I thought I was getting a quality board and it was just a piece of junk. Working on returning. No comment on return experience yet. Lots of similar feedback on various discussion boards.,8/21/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"12V 10Ah UB12100S Scooter Battery Replaces Tempest TD10-12, TD1012 - 2 Pack",Electronics,1,0,1,N,N,Scooter battery,I was really disappointed on this order. Till today I have not seen this order and my kids were really looking forward for it. I'm still hoping to see it soon it has been a month since I order it,5/11/2013,1,0,0,0,0,0,0,0,0,0,0,0,0
PowerBridge TSPBIW-6 Total Solution Power and Cable Management (Each),Electronics,5,0,0,N,Y,Great invention,We hung a big TV on the wall and I hated having the cables hanging all over. This does not require an electrician since you're just plugging the power cord in. I recommend that you add all the cables you can plug into the TV not just the ones that you already have the components for. It was VERY easy but I think if I had to go back and add more cables later it would be difficult to fish them through the wall so plan ahead.,2/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumsing 14-45 Inch Full Motion Articulating Tilt Swivel TV Wall Mount Bracket for TV LED LCD Plasma Flat Screen Monitor VESA 400x400mm with 6ft HDMI Cable,Electronics,5,2,2,N,Y,serves its pourpose,Bought it to mount my daughter's tv on the wall. It serves its pourpose even though she doesn't swing the tv out like she thought she would,2/1/2014,1,0,0,0,0,0,0,0,0,0,0,0,0
Sangean Compact Ultra Rugged Radio Receiver,Electronics,5,0,0,N,Y,great little rugged radio,This little radio does what it's advertised to do. Digital AM/FM tuner in a rugged package. No bells or whistles that you don't need anyway. Battery compartment has a rubber gasket to keep water out. No Complaints!,8/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinpoint Mounts Universal Home Theater Speaker Wall Ceiling Mount with Electrical Box Installation Adapter Plate,Electronics,5,1,1,N,Y,perfect,"For my polk audio 6751 speakers these were perfect, they look awesome and are perfect for what I needed because I have two surround sound junction boxes at the back of my room and they fit with no problems, that's what's cool about these is that they fit any normal single gang electrical outlet. I would definitely buy again but it is a little pricey for a pair.",5/17/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
JBL 30-Pin Dock with Bluetooth Wireless Speaker for iPod,Electronics,4,0,0,N,Y,"Good Bluetooth speaker, not a good docker","Loud and great range, much more Bluetooth distance than my sony speaker. Minor hiccup in connectivity once where it wouldn't recognize my already synced phone but that's likely because I was going back and forth between connected devices. Overall good value, although the dock station is fussy as well. Sticking to the Bluetooth option. Loud beats and great sound quality.",12/1/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Amplified HD Digital Outdoor HDTV Antenna 150 Miles Long Range with Motorized 360 Degree Rotation, UHF/VHF/FM Radio with Infrared Remote Control",Electronics,5,0,0,N,Y,Five Stars,works good,7/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
OontZ Angle Bluetooth Speaker [FIRST GENERATION] Ultra Portable Wireless with Built in Mic up to 10 Hour Playtime works with iPhone iPad tablet Samsung and smart phones - Red Grille,Electronics,3,0,0,N,Y,Three Stars,excellent in price range,5/18/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Underwater Audio Waterproof iPod Shuffle,Electronics,4,0,0,N,N,Haven't actually tried it underwater as of yet. One ...,"Haven't actually tried it underwater as of yet. One thing I did notice is that the version of shuffle sent was one generation removed where it doesn't support double click advance to the next track. No big deal, but worth a mention.",1/5/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sony MDRZX100 Headphones,Electronics,5,0,0,N,Y,good product,"These probably aren't really good for music. I'm not an expert, but I can definitely tell the difference from high end headphones from these.<br /><br />However, I listen to talk show radio from my cell phone mostly, and for that they work excellent",11/20/2013,0,0,0,0,0,1,0,0,0,1,0,0,0
WIFI 10 dBi 2.4GHz Antenna,Electronics,4,0,0,N,N,Location can allow these antennas to work well or worse than a short antenna.,"Location can allow these antennas to work well or worse than a short antenna because near by objects can greatly effect the signal. In the open with an antenna which is not broken I have seen noticeable improvement. However indoors I have had to move the location so that the longer antenna would work properly, like it would in an open field. If you can not get away from metal objects within a foot or two at the same level as your wifi devices then yes this could likely give worse results than a short antenna, but the fault is how radio waves travel not the design of the antenna itself.",7/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
RCA SystemLink 3 Device Universal Remote (RCU 300),Electronics,5,1,1,N,Y,A Great Assist In T.V. Viewing.,For the low price it enabled me to continue my T.V. viewing when an older remote device was not dependable for making the channel changes that I desired.,5/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Cable 6 Feet Extension USB Male to USB Female Cable,Electronics,5,0,0,N,Y,Five Stars,Great value!,10/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
BAFX Products® - IR Repeater Kit / Remote Control Extender (Single or Triple Zone),Electronics,1,25,58,N,Y,worked temporarily,"I connected this to my DirectV DVR to try it out. I was going to connect to my receiver and Blu-ray player once i knew it was working properly. I worked for me for about 2 to 3 sessions, after that it stopped working. The receiver would light up like it was picking up the remote IR, the box would flash the blue llight when this happened but the emitters would not work. I tried for a couple hours trying every possible combination, with no luck. I think you get what you pay for. I am sure there are many people that purchase this and never have any problems. I believe that if I bought another one, it may work for me also, but I am not going to get burned twice by the same device.",6/24/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"High Speed HDMI Cable Supports Ethernet, 3D and Audio Return",Electronics,5,0,0,N,Y,Great cable,"Works perfectly. Arrived quickly and I've had no problems. A fantastically cheap alternative to anything at retail stores in town. I use it to plug my MacBook Air into my Samsung 32&#34; via a display port adapter and it works every time. I wanted a long cord to avoid the bending and tweaking that a short cord would have to make between the couch and the TV, and this delivered--for like $13 cheaper than a 6 foot cord at the store. Would recommend to anyone looking to save money.",3/31/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
BCAPTURE DC60 - USB 2.0 Video Capture Adapter with Video Editing Software,Electronics,5,0,0,N,Y,Five Stars,Good replacement.,5/26/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxell HB-202 Stereo Line Head Buds - Silver,Electronics,3,0,0,N,Y,Alright,"The price really says it all, and that applies to every pair of headphones/ear buds you buy. For this cheap price I would probably recommend these, especially if you want a pair that you can treat like crap and an alternative.<br /><br />I've had problems keeping these fitting in my ears but do feel well they're properly fitted. The sound definitely isn't great but is plenty loud. For it's price its a good buy.",1/12/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
TV Cover,Electronics,5,0,0,N,Y,Five Stars,Sturdy product. No play. Would recommend for others,12/11/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"AmazonBasics High-Speed HDMI Cable - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",Electronics,4,0,0,N,Y,HDMI,Work well when i connected my computer up to my tv. And responds great when i hook my xbox up with it. overall great product.,2/28/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Conair Shower Radio,Electronics,5,3,4,N,Y,Great way to start your day!,"Why waste time in the shower when you could be getting your daily news? This unit has worked perfectly - can't speak about overall reception, as I stick to one station (which comes in clear without any static). If you don't have a shower radio, you should really purchase this unit. It's small, easy to hang or lay on a shelf, has easy to use controls, and good sound. Plus, at the price, it's an inexpensive way to get your news.",10/18/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
Sanyo Eneloop NiMH Battery Charger with 4AA NiMH Rechargable Batteries (Discontinued by Manufacturer),Electronics,5,0,0,N,Y,Reliable always,I bought this after doing lot of research. I wanted a reliable pair for my Camera which can be used just out of the box and I don't have to worry to charge them one night before going on any trip. Eneloop Batteries keep the charge for longer times in duration when they are not used. and these have served me likewise for last 1 year without any issues.,7/24/2011,0,0,0,0,0,0,0,0,0,1,0,0,0
"VideoSecu ML531BE TV Wall Mount for most 22""-55"" LED LCD Plasma Flat Screen Monitor up to 88 lb VESA 400x400 with Full Motion Swivel Articulating 20 in Extension Arm, HDMI Cable & Bubble Level WP5",Electronics,5,0,0,N,Y,great product - misleading description,i purchased this mount for a 42 inch tv. It did not fit. Had to purchase the next size up.,6/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Headset Adapter | PC Headset To Cisco IP Phone,Electronics,5,0,0,N,Y,great product,I got this for my phone at work because they only have big headsets. This is great for my small head :),4/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
GP ReCyko Rechargeble AAA 850mAh Battery (4-Pack) SALE!!,Electronics,5,11,11,N,Y,These batteries pack a lot of juice.,"I received my \\""AAA\\"" charged out of the box. Using a Lacrosee BC-700 battery charger's charge/test function, each battery was rated as follows:<br /><br />Battery 1 = 868 mAh<br />Battery 1 = 875 mAh<br />Battery 1 = 892 mAh<br />Battery 1 = 878 mAh<br /><br />Consistent with its rating of 850 mAh.<br /><br />Recyko is the low self discharge nickel metal hydride battery manufactured by GP (Gold Peak - a Hong Kong based company). I find them comparable to other low-discharge batteries from Sanyo, Rayovac, Duracell, Yuasa, etc. Package says 850 mAh, 1.2V. Printed on the battery itself says 820mAh. These batteries does not look as sleek and sexy as the Eneloops; they are wrapped in thin metallic plastic, but for sure pack a lot of juice for the money. Made in China.",3/31/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
[UL Listed] Pwr+ 6.5 Ft Extra Long 2.1A Rapid USB Charger Cord Power Adapter for Tablets and eReaders for Use with New Hd Hdx Tablet Phone for Accelerated Charging,Electronics,4,0,0,N,Y,Works Well,This charger is a good replacement for the original that came with the Kindle. Fits snug and cord is a decent length.,1/9/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
"High Speed HDMI Cable (1.5 Feet) With Ethernet - CL3 Certified - Supports 3D and Audio Return Channel, 1-Pack",Electronics,5,0,0,N,N,HDMI Cable 6 ft,"I bought this cable very cheap at Amazon (about 2$). It is working perfectly, connecting my PS3 and an Onkyo 606 receiver, for HD video and HD sound. Image and sound are crisp and of the same quality as a much more expensive cable that I bought before but it was too short for my needs. From now on, I would not spend a dime more than necessary in cables, specially for digital signals. As always, Amazon and its partners delivered the item as promised. Easy and clean transaction.",3/25/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
"PowerBridge ONE-PRO-6 Single-Outlet Professional Grade Recessed In-Wall Cable Management System for Wall-Mounted Flat Screen LED, LCD, and Plasma TV’s",Electronics,5,0,0,N,Y,worth it,Awesome product. Has clean results,7/9/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Diskeeper 2.0 Anti-Static Record Sleeves (50 Pack),Electronics,5,0,0,N,Y,Don't hesitate and buy it now!,Great quality and worth the tiny investment,2/5/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
PCT TRS6L Connectors,Electronics,5,0,1,N,Y,Quality product,Great product. As long as you can either adjust the anvil on your compression tool or have one for 18 mm. They seal tight around RG6 quad and the o-ring seal will keep out moisture in the connection.,5/16/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Niceshop® New Full HD 1080 HDCP USB 3.0 & 2.0 to HDMI Graphic Adapter Converter for Hdtv LCD Pc Laptop(Silver),Electronics,1,0,0,N,Y,Does not support Mac,Their product description says the product is comparable with Mac. But there was no driver for Mac. It did not work for my MacBook so I returned the item,3/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
